MAC,Accel,Load,V,Fxw,Zfore,Zaft,Pitch
28,0.7,6,2.90837301,5.519137826,0.556005635,9.348843392,2.704785727
28,0.7,6,2.99259401,5.579145596,0.960202635,9.291466392,2.726758727
28,0.7,6,3.24190901,5.588622056,0.931331635,9.434908392,2.721264727
28,0.7,6,3.21229001,4.697991776,1.104558635,9.406220392,2.710278727
28,0.7,6,3.16361101,5.692843496,0.989073635,9.635727392,2.710278727
28,0.7,6,3.24706001,6.315013316,1.855211635,9.922612392,2.710278727
28,0.7,6,3.19065501,5.743374806,1.537627635,9.234089392,2.726758727
28,0.7,6,3.40623001,6.264482006,1.364400635,9.090647392,2.726758727
28,0.7,6,3.45954501,6.251846726,1.797468635,8.746386392,2.726758727
28,0.7,6,3.22053101,5.841278606,1.133430635,9.148024392,2.726758727
28,0.7,6,3.23701501,5.364385076,1.248915635,8.689009392,2.704785727
28,0.7,6,3.32793301,5.869698176,1.681983635,8.775074392,2.704785727
28,0.7,6,3.21177501,5.414916386,1.508756635,9.033270392,2.721264727
28,0.7,6,3.43404701,5.531773106,1.797468635,8.861139392,2.721264727
28,0.7,6,3.26380101,6.138148826,1.595370635,8.545567392,2.710278727
28,0.7,6,3.35471901,7.843597706,1.710855635,9.205401392,2.721264727
28,0.7,6,3.22748501,5.617041626,1.104558635,9.377531392,2.732251727
28,0.7,6,3.28466301,6.435028856,1.133430635,9.406220392,2.759717727
28,0.7,6,3.56720401,5.945500046,1.364400635,9.234089392,2.759717727
28,0.7,6,3.36965701,6.226576166,0.931331635,9.377531392,2.776196727
28,0.7,6,3.41730501,6.435028856,1.335528635,9.119335392,2.798169727
28,0.7,6,3.38459501,5.408598746,0.122936635,9.320155392,2.809155727
28,0.7,6,3.46031701,6.141307646,1.306657635,9.922612392,2.853100727
28,0.7,6,3.34699201,6.087617516,1.393271635,9.721793392,2.880566727
28,0.7,6,3.41112401,6.346591706,1.248915635,9.061959392,2.902539727
28,0.7,6,3.45928701,6.223427156,1.220043635,9.205401392,2.919018727
28,0.7,6,3.44769701,6.476083706,0.902460635,8.803763392,2.940991727
28,0.7,6,3.50410201,5.961284336,0.786975635,10.38162739,2.951977727
28,0.7,6,3.34158301,6.757159826,0.556005635,10.15211939,2.995923727
28,0.7,6,3.64859201,6.567669866,0.209550635,10.06605439,3.023388727
28,0.7,6,3.37583801,6.368703446,0.007451635,10.03736639,3.034375727
28,0.7,6,3.70499801,7.221427886,0.238421635,10.38162739,3.067334727
28,0.7,6,3.82450501,7.041404576,1.162301635,10.46769239,3.089306727
28,0.7,6,3.46830201,7.006667366,0.353906635,10.09474339,3.138745727
28,0.7,6,3.54814501,6.630836456,0.094065635,10.32425039,3.160718727
28,0.7,6,3.65477401,6.302378036,0.411648635,11.09883839,3.193677727
28,0.7,6,3.42194101,7.085618246,0.267292635,10.69720039,3.210156727
28,0.7,6,3.53758501,7.281435656,0.584876635,10.58244639,3.254101727
28,0.7,6,3.66275801,6.624518816,0.613747635,11.04146139,3.276074727
28,0.7,6,3.64833501,7.256165096,0.267292635,11.50047639,3.320019727
28,0.7,6,3.65812201,7.414076666,0.036322635,10.55375839,3.341992727
28,0.7,6,3.67306001,6.918230216,0.036322635,10.84064239,3.358471727
28,0.7,6,3.68259001,7.196157326,0.238421635,12.18899939,3.396924727
28,0.7,6,3.65503101,7.436188406,0.440520635,11.38572339,3.424389727
28,0.7,6,3.78973401,7.278276836,0.325035635,12.21768839,3.462842727
28,0.7,6,3.81626301,7.515139286,0.873588635,11.84473839,3.468335727
28,0.7,6,3.75625201,7.635154826,0.642618635,11.78736139,3.517773727
28,0.7,6,3.74105601,7.584623516,0.065194635,11.72998439,3.528760727
28,0.7,6,3.71246701,7.505662826,0.122936635,11.50047639,3.561719727
28,0.7,6,3.72508701,7.145626016,0.411648635,11.81604939,3.561719727
28,0.7,6,3.86622901,7.906764296,-0.310132365,11.84473839,3.583691727
28,0.7,6,3.74491901,7.246688636,-0.050290365,11.67260739,3.583691727
28,0.7,6,3.75110101,8.023621016,0.180679635,11.75867339,3.622143727
28,0.7,6,3.81883901,7.391974736,-0.310132365,12.24637639,3.622143727
28,0.7,6,3.88322801,7.401441386,0.325035635,12.56194939,3.666089727
28,0.7,6,3.78844701,7.398282566,-0.483359365,13.33653739,3.726513727
28,0.7,6,3.97157101,7.922558396,-0.483359365,12.87752239,3.753979727
28,0.7,6,3.85747201,7.906764296,-0.598844365,12.84883439,3.753979727
28,0.7,6,3.88271301,7.685686136,-0.829814365,12.70539139,3.814404727
28,0.7,6,3.98985801,7.158261296,-1.234011365,13.47998039,3.869336727
28,0.7,6,3.83480701,8.105730716,-1.205140365,13.39391439,3.869336727
28,0.7,6,3.89971201,7.995191636,-0.541102365,12.84883439,3.918774727
28,0.7,6,3.71427001,7.976238716,-1.118526365,13.68079939,3.918774727
28,0.7,6,4.15366601,7.793066396,-0.916428365,13.45129139,4.028638727
28,0.7,6,3.96435901,7.856232986,-1.724822365,14.11112639,4.028638727
28,0.7,6,3.96719301,7.625678366,-1.869179365,13.85293039,4.105542727
28,0.7,6,3.99449401,7.733058626,-2.042406365,14.08243739,4.160473727
28,0.7,6,3.99114601,8.298379496,-1.695951365,14.77096039,4.187939727
28,0.7,6,3.86468401,7.313014046,-1.667080365,14.31194539,4.248364727
28,0.7,6,4.00866001,7.660415576,-1.580466365,13.99637239,4.286816727
28,0.7,6,3.65863701,7.420394306,-2.562088365,14.91440239,4.341748727
28,0.7,6,4.09313901,8.077311146,-3.226127365,14.28325639,4.385693727
28,0.7,6,3.94040601,7.733058626,-3.254998365,14.25456839,4.451611727
28,0.7,6,4.05914101,7.789907576,-4.380976365,15.14391039,4.495556727
28,0.7,6,4.03956701,7.862550626,-3.774680365,14.54145239,4.577954727
28,0.7,6,4.05089901,7.177214216,-4.785174365,14.34063339,4.616406727
28,0.7,6,4.21367701,7.581464696,-5.275985365,13.62342239,4.693310727
28,0.7,6,4.18174001,7.066675136,-5.362598365,14.85702539,4.775708727
28,0.7,6,4.06532301,7.003508546,-6.142122365,14.45538739,4.819653727
28,0.7,6,4.15959001,7.837280066,-7.094872365,14.68489539,4.924023727
28,0.7,6,4.15752901,6.861391076,-7.325842365,14.42669939,4.978955727
28,0.7,6,4.26699201,6.861391076,-8.191979365,14.51276439,5.077832727
28,0.7,6,4.05656601,6.776112746,-7.932138365,14.57014139,5.110791727
28,0.7,6,4.46248101,5.389645826,-9.462313365,13.82424139,5.215161727
28,0.7,6,4.43801301,6.040245026,-9.635540365,14.22587939,5.308545727
28,0.7,6,4.24613001,6.131831186,-9.981995365,13.88161839,5.363476727
28,0.7,6,4.31283801,5.778112016,-10.70377636,14.02506039,5.445874727
28,0.7,6,4.32597401,6.188680136,-10.79038936,14.13981439,5.478833727
28,0.7,6,4.26518901,5.970760796,-11.02135936,13.93899539,5.572217727
28,0.7,6,4.34142701,6.608724716,-11.65652636,13.33653739,5.621655727
28,0.7,6,4.31824701,5.749682636,-11.65652636,12.67670339,5.665600727
28,0.7,6,4.38650101,6.255005546,-12.32056436,13.93899539,5.682080727
28,0.7,6,4.33885201,6.858232256,-12.37830636,13.42260339,5.731518727
28,0.7,6,4.18071001,5.509661366,-12.49379136,13.93899539,5.731518727
28,0.7,6,4.24020601,5.756000276,-12.58040536,13.62342239,5.852368727
28,0.7,6,4.55030901,5.557033856,-12.78250436,13.85293039,5.852368727
28,0.7,6,4.24123601,5.844437426,-13.56202636,14.05374939,5.940259727
28,0.7,6,4.33395801,5.860221716,-13.41767036,14.48407639,5.940259727
28,0.7,6,4.26544701,5.838119786,-13.44654236,14.62751839,6.083081727
28,0.7,6,4.42745301,5.632835726,-13.76412536,14.36932239,6.170971727
28,0.7,6,4.40762101,5.683367036,-14.25493636,14.74227239,6.214917727
28,0.7,6,4.41122601,5.661255296,-14.68800436,14.48407639,6.286328727
28,0.7,6,4.45939001,5.269640096,-14.28380736,14.57014139,6.313794727
28,0.7,6,4.44574001,5.617041626,-15.14994336,14.51276439,6.357739727
28,0.7,6,4.40736301,5.418075206,-14.77461736,14.77096039,6.357739727
28,0.7,6,4.47793501,4.890650366,-15.23655736,14.08243739,6.418164727
28,0.7,6,4.58379201,5.402281106,-15.29429936,14.16850339,6.418164727
28,0.7,6,4.24046401,5.901286376,-15.14994336,14.59882939,6.451123727
28,0.7,6,4.38804601,5.711786606,-15.95833736,14.11112639,6.451123727
28,0.7,6,4.41019601,5.190679406,-16.36253436,14.94309139,6.522534727
28,0.7,6,4.55108201,5.335955696,-16.65124636,14.25456839,6.522534727
28,0.7,6,4.47407101,5.310694946,-16.82447436,14.82833739,6.560986727
28,0.7,6,4.57761101,5.645461196,-17.43076936,14.28325639,6.599438727
28,0.7,6,4.57761101,5.696002316,-17.51738336,14.97177939,6.637890727
28,0.7,6,4.60748801,5.070663866,-17.69061036,15.20128739,6.703808727
28,0.7,6,4.70999801,4.814848496,-17.51738336,15.54554839,6.736767727
28,0.7,6,4.42127101,5.124353996,-17.92158036,14.57014139,6.835644727
28,0.7,6,4.66518201,4.205313956,-18.49900436,15.00046839,6.835644727
28,0.7,6,4.56962701,4.893809186,-18.49900436,14.88571439,6.890576727
28,0.7,6,4.72467901,5.326479236,-19.27852636,14.71358339,6.890576727
28,0.7,6,4.64303201,5.238051896,-19.59611036,14.77096039,6.951001727
28,0.7,6,4.63298701,4.467446966,-18.98981436,14.36932239,7.022412727
28,0.7,6,4.67806001,4.091616056,-19.56723836,14.68489539,7.044385727
28,0.7,6,4.70999801,4.802213216,-19.30739836,15.28735239,7.077344727
28,0.7,6,4.69763501,4.912752296,-20.00030736,14.77096039,7.093823727
28,0.7,6,4.72004301,5.241210716,-19.88482236,14.62751839,7.170727727
28,0.7,6,4.70948301,4.972760066,-20.20240536,15.14391039,7.220166727
28,0.7,6,5.00619501,4.938022856,-20.63547336,15.51686039,7.286084727
28,0.7,6,4.90420001,4.445335226,-20.49111736,15.02915639,7.330029727
28,0.7,6,4.98378701,4.739056436,-20.95305636,15.31604139,7.352002727
28,0.7,6,4.77644901,4.435858766,-20.77982936,15.60292539,7.401440727
28,0.7,6,4.89544301,4.489548896,-21.29951136,15.66030239,7.439892727
28,0.7,6,4.78597901,4.369543166,-21.73257936,15.22997539,7.494824727
28,0.7,6,4.85140001,4.650619286,-22.19451836,15.60292539,7.533276727
28,0.7,6,4.82126501,4.584293876,-21.90580636,15.37341839,7.604687727
28,0.7,6,4.79834201,3.513659906,-22.77194236,15.71767939,7.637646727
28,0.7,6,4.82487101,4.230574706,-22.62758636,15.31604139,7.698071727
28,0.7,6,4.71849701,3.750522356,-23.06065436,14.82833739,7.709057727
28,0.7,6,4.87998901,4.521137096,-23.23388136,14.57014139,7.731030727
28,0.7,6,4.75635901,4.751681906,-23.84017636,14.05374939,7.742016727
28,0.7,6,4.94128901,4.300058936,-23.52259336,14.85702539,7.802441727
28,0.7,6,5.10844801,4.164249296,-24.01340436,14.77096039,7.846387727
28,0.7,6,5.04276901,3.845267336,-24.56195636,14.22587939,7.857373727
28,0.7,6,4.95545501,4.034767106,-24.53308536,15.05784539,7.873852727
28,0.7,6,4.96240901,4.066345496,-24.76405536,14.82833739,7.879346727
28,0.7,6,5.04354201,4.372692176,-25.28373636,13.65211039,7.928784727
28,0.7,6,4.89183701,4.123194446,-25.08163836,14.71358339,7.961743727
28,0.7,6,4.86942901,3.914751566,-25.28373636,14.94309139,8.000195727
28,0.7,6,4.96163601,3.624198986,-25.31260836,14.34063339,8.016675727
28,0.7,6,4.97606001,3.880014356,-25.91890336,14.74227239,8.049634727
28,0.7,6,5.01160401,3.873696716,-26.23648636,14.71358339,8.055127727
28,0.7,6,5.10278101,3.873696716,-25.89003136,14.25456839,8.099072727
28,0.7,6,5.03581501,3.987394616,-26.06325936,14.34063339,8.115552727
28,0.7,6,5.09247901,3.510501086,-26.29422836,13.53735739,8.148511727
28,0.7,6,5.07213101,3.570508856,-26.95826636,14.02506039,8.148511727
28,0.7,6,5.15944501,4.056869036,-26.84278136,14.11112639,8.192456727
28,0.7,6,5.16305101,3.469446236,-26.92939436,14.51276439,8.219922727
28,0.7,6,5.11952301,3.605246066,-27.13149336,14.48407639,8.236401727
28,0.7,6,4.88874601,3.690514586,-27.68004536,14.13981439,8.269360727
28,0.7,6,5.13188601,3.766316456,-27.59343236,13.50866839,8.280346727
28,0.7,6,5.28694001,3.624198986,-27.79553036,14.13981439,8.324292727
28,0.7,6,5.10767501,3.358907156,-28.02650036,14.45538739,8.346264727
28,0.7,6,5.16614201,4.101092516,-27.96875736,14.19719139,8.368237727
28,0.7,6,5.24160801,3.835800686,-27.85327336,14.11112639,8.379223727
28,0.7,6,5.28204601,4.230574706,-27.96875736,14.31194539,8.412182727
28,0.7,6,5.16974801,3.876855536,-28.77715136,13.96768339,8.417676727
28,0.7,6,5.33665001,3.621040166,-27.91101536,14.42669939,8.428662727
28,0.7,6,5.05925301,3.838959506,-27.88214436,14.22587939,8.439648727
28,0.7,6,5.27225801,4.157941466,-28.95037836,14.02506039,8.439648727
28,0.7,6,5.30780201,4.088457236,-29.09473436,13.79555339,8.439648727
28,0.7,6,5.27972801,3.810530126,-28.74827936,14.45538739,8.450635727
28,0.7,6,5.42525201,3.756839996,-29.15247636,14.34063339,8.500073727
28,0.7,6,5.26916801,3.696832226,-29.55667336,13.53735739,8.505566727
28,0.7,6,5.38326901,4.154782646,-29.98974136,13.25047239,8.505566727
28,0.7,6,5.32608901,3.693673406,-29.78764236,13.07834139,8.505566727
28,0.7,6,5.54836801,4.094774876,-29.75877136,13.19309539,8.549512727
28,0.7,6,5.17876301,3.741045896,-29.84538536,12.84883439,8.549512727
28,0.7,6,5.34257401,4.022131826,-29.81651336,12.73408039,8.571484727
28,0.7,6,5.45435701,3.693673406,-30.36506636,12.61932639,8.571484727
28,0.7,6,5.45770501,3.861061436,-30.79813436,12.41850739,8.565991727
28,0.7,6,5.52493001,4.180043396,-31.02910336,12.13162239,8.565991727
28,0.7,6,5.48397701,3.671571476,-30.88474736,12.21768839,8.576977727
28,0.7,6,5.49608201,4.056869036,-31.34668636,12.53326139,8.576977727
28,0.7,6,5.47084101,3.744204716,-31.34668636,11.52916539,8.576977727
28,0.7,6,5.39048101,4.126353266,-31.43330036,11.24228039,8.576977727
28,0.7,6,5.35725501,3.513659906,-31.26007336,11.07015039,8.571484727
28,0.7,6,5.73046801,4.044243566,-31.08684636,12.04555739,8.571484727
28,0.7,6,5.64057701,3.797894846,-32.32830736,11.64391939,8.565991727
28,0.7,6,5.59009401,4.003178906,-32.61701836,10.69720039,8.565991727
28,0.7,6,5.53162601,3.592610786,-32.55927636,10.41031539,8.604443727
28,0.7,6,5.21662501,3.924228026,-32.61701836,10.26687339,8.604443727
28,0.7,6,5.58442701,3.974759336,-32.81911736,9.664416392,8.593457727
28,0.7,6,5.60580501,4.331637326,-33.10782936,9.750481392,8.587964727
28,0.7,6,5.55480701,4.132670906,-32.67476136,9.664416392,8.587964727
28,0.7,6,5.63980401,3.996871076,-33.13670036,8.775074392,8.604443727
28,0.7,6,5.50818801,4.025290646,-32.76137436,9.262778392,8.604443727
28,0.7,6,5.61636601,3.981076976,-32.90573036,9.090647392,8.571484727
28,0.7,6,5.65551601,4.543239026,-33.45428336,8.287371392,8.571484727
28,0.7,6,5.52261201,3.921069206,-33.51202536,8.430813392,8.560498727
28,0.7,6,5.68590901,4.189519856,-33.25218436,8.430813392,8.560498727
28,0.7,6,5.74077001,4.331637326,-33.97396436,7.197210392,8.560498727
28,0.7,6,5.71990701,3.958965236,-34.03170636,8.402124392,8.560498727
28,0.7,6,5.72711901,4.502184176,-33.88735036,8.029175392,8.565991727
28,0.7,6,5.73252801,4.006337726,-34.40703236,7.684913392,8.576977727
28,0.7,6,5.67225701,4.236892346,-34.14719136,7.971798392,8.587964727
28,0.7,6,5.80748001,4.334796146,-33.91622236,7.541471392,8.587964727
28,0.7,6,5.81288901,3.943180946,-33.88735036,7.225898392,8.576977727
28,0.7,6,5.51874801,4.375850996,-33.88735036,7.398029392,8.576977727
28,0.7,6,5.61301701,4.000029896,-33.59863936,7.311964392,8.587964727
28,0.7,6,5.78378401,4.300058936,-34.23380536,7.025079392,8.587964727
28,0.7,6,5.82010101,4.022131826,-34.98445536,6.508687392,8.565991727
28,0.7,6,5.69028701,3.911592746,-34.69574336,6.910325392,8.565991727
28,0.7,6,6.04160901,3.898957466,-34.58025936,7.111145392,8.565991727
28,0.7,6,5.86491701,4.186361036,-34.72461536,6.680818392,8.560498727
28,0.7,6,5.69157501,4.148465006,-34.84009936,5.992295392,8.560498727
28,0.7,6,5.91024901,4.138988546,-34.84009936,6.336557392,8.560498727
28,0.7,6,6.15545401,4.208472776,-35.35978136,5.848853392,8.576977727
28,0.7,6,5.88552301,4.091616056,-35.18655336,5.131642392,8.576977727
28,0.7,6,5.92853701,4.470605786,-34.58025936,5.418527392,8.576977727
28,0.7,6,5.93703601,4.388486276,-34.98445536,4.730004392,8.571484727
28,0.7,6,5.90355301,3.996871076,-34.81122836,5.246396392,8.571484727
28,0.7,6,5.94914201,4.129512086,-35.50413636,5.447215392,8.560498727
28,0.7,6,5.91720401,4.363225526,-35.44639436,5.504592392,8.533032727
28,0.7,6,6.01868501,4.871697446,-35.38865236,5.447215392,8.533032727
28,0.7,6,6.14463601,4.066345496,-35.93720436,4.930823392,8.544018727
28,0.7,6,5.98829201,4.344272606,-36.11043136,4.844758392,8.549512727
28,0.7,6,5.91643101,3.962124056,-35.90833336,4.385743392,8.560498727
28,0.7,6,6.07869901,4.031608286,-36.60124136,3.898040392,8.549512727
28,0.7,6,6.04856301,4.151623826,-36.48575636,4.701316392,8.549512727
28,0.7,6,5.78584401,3.892649636,-36.63011236,4.672627392,8.560498727
28,0.7,6,6.14154501,3.639983276,-37.14979336,4.270989392,8.560498727
28,0.7,6,6.09904701,4.366384346,-36.60124136,3.238206392,8.549512727
28,0.7,6,6.02538201,4.053720026,-36.22591636,3.811974392,8.549512727
28,0.7,6,6.04444201,4.435858766,-36.68785536,3.209517392,8.549512727
28,0.7,6,6.13665201,3.911592746,-37.12092236,3.381648392,8.560498727
28,0.7,6,6.15184801,3.832641866,-37.17866536,2.922633392,8.549512727
28,0.7,6,6.29814701,3.551555936,-37.20753636,3.037387392,8.560498727
28,0.7,6,6.20155901,3.990553436,-37.06318036,2.922633392,8.565991727
28,0.7,6,6.17709001,4.236892346,-36.80333936,2.549684392,8.571484727
28,0.7,6,6.16781701,4.527454736,-37.55399036,2.635749392,8.576977727
28,0.7,6,6.20516501,4.069504316,-37.72721736,2.119357392,8.571484727
28,0.7,6,6.60748901,3.548397116,-36.94769536,2.234111392,8.571484727
28,0.7,6,6.18945301,3.943180946,-37.55399036,2.320176392,8.571484727
28,0.7,6,6.26157301,4.546397846,-37.58286136,1.545589392,8.560498727
28,0.7,6,6.23761901,4.315853036,-38.07367136,1.086574392,8.522046727
28,0.7,6,6.20465001,4.240051166,-37.75608836,1.430835392,8.522046727
28,0.7,6,6.40555401,4.950658136,-37.58286136,0.541494392,8.500073727
28,0.7,6,6.33935901,4.375850996,-37.81383036,1.316081392,8.500073727
28,0.7,6,6.38932701,4.795895576,-37.55399036,1.230016392,8.423169727
28,0.7,6,6.30123801,4.306376576,-37.72721736,1.344770392,8.423169727
28,0.7,6,6.24663401,5.354908616,-37.49624836,1.287393392,8.417676727
28,0.7,6,6.36460001,4.672731026,-38.18915636,1.057885392,8.401196727
28,0.7,6,6.27779901,4.022131826,-37.87157336,1.430835392,8.412182727
28,0.7,6,6.77980501,4.739056436,-37.55399036,1.143951392,8.439648727
28,0.7,6,6.35120701,4.868538626,-38.01592936,0.512805392,8.439648727
28,0.7,6,6.45423501,4.865379806,-38.56448136,0.971820392,8.428662727
28,0.7,6,6.51811201,4.306376576,-38.21802736,0.455428392,8.428662727
28,0.7,6,6.34914601,4.167408116,-38.70883736,0.168544392,8.428662727
28,0.7,6,6.35713101,4.041084746,-38.33351236,0.598870392,8.428662727
28,0.7,6,6.46350701,5.490708446,-37.92931536,0.627559392,8.417676727
28,0.7,6,6.44702301,4.300058936,-38.88206436,-0.347847608,8.417676727
28,0.7,6,6.38803901,5.051720756,-38.82432236,-0.433912608,8.461621727
28,0.7,6,6.51038501,3.974759336,-38.24689836,-0.003585608,8.461621727
28,0.7,6,6.53021801,4.653778106,-39.17077636,-0.491289608,8.450635727
28,0.7,6,6.48128001,4.767476006,-39.43061636,-0.606042608,8.450635727
28,0.7,6,6.52841501,4.710627056,-38.88206436,-0.032274608,8.450635727
28,0.7,6,6.54799001,4.476923426,-39.31513136,-0.175716608,8.423169727
28,0.7,6,6.47870401,5.272789106,-39.14190436,-0.749484608,8.412182727
28,0.7,6,6.32390401,4.259004086,-38.50673936,-0.118339608,8.412182727
28,0.7,6,6.56756601,4.697991776,-39.19964736,-1.897021608,8.368237727
28,0.7,6,6.59074701,4.126353266,-38.82432236,-1.007680608,8.417676727
28,0.7,6,6.60465601,5.042244296,-39.40174536,-1.007680608,8.417676727
28,0.7,6,6.63530701,4.271629556,-39.45948736,-2.212594608,8.340771727
28,0.7,6,6.58173201,3.927386846,-38.88206436,-1.925710608,8.340771727
28,0.7,6,6.66724601,4.975918886,-39.69045736,-2.155217608,8.346264727
28,0.7,6,6.67523101,4.312694216,-40.06578236,-2.585543608,8.346264727
28,0.7,6,6.46891601,4.780111286,-39.80594136,-3.044558608,8.324292727
28,0.7,6,6.60955001,3.908433926,-39.92142636,-2.183905608,8.296826727
28,0.7,6,6.69120001,5.335955696,-40.23900936,-1.696202608,8.296826727
28,0.7,6,6.82591001,4.836960236,-40.32562236,-3.216689608,8.296826727
28,0.7,6,6.71077601,4.221098246,-40.03691136,-2.642920608,8.280346727
28,0.7,6,6.73009301,4.429541126,-39.60384336,-3.417507608,8.263867727
28,0.7,6,6.80891001,5.266481276,-39.05529136,-3.302754608,8.236401727
28,0.7,6,6.48128001,4.720103516,-39.77707036,-3.675703608,8.236401727
28,0.7,6,6.57580801,4.322160866,-40.03691136,-3.245377608,8.247388727
28,0.7,6,6.67548801,4.543239026,-40.32562236,-3.647015608,8.219922727
28,0.7,6,6.78083501,4.915911116,-40.55659236,-3.474884608,8.225415727
28,0.7,6,6.82951601,4.884332726,-40.15239536,-3.876522608,8.203442727
28,0.7,6,6.86995501,4.666413386,-39.71932836,-3.876522608,8.203442727
28,0.7,6,6.85347101,5.380169366,-39.69045736,-3.819145608,8.230908727
28,0.7,6,6.98637801,4.720103516,-39.57497236,-4.077341608,8.230908727
28,0.7,6,7.06725601,4.688525126,-40.32562236,-3.905210608,8.219922727
28,0.7,6,6.85707701,4.802213216,-40.15239536,-4.106029608,8.236401727
28,0.7,6,6.94181801,5.143306916,-40.06578236,-3.761768608,8.225415727
28,0.7,6,6.77233501,4.884332726,-40.72981936,-4.077341608,8.170483727
28,0.7,6,6.72957801,4.669572206,-40.06578236,-4.421602608,8.148511727
28,0.7,6,6.95804501,4.685366306,-40.38336536,-4.708486608,8.181470727
28,0.7,6,6.89365201,4.859062166,-40.35449436,-4.851928608,8.181470727
28,0.7,6,6.88257601,5.108569706,-41.19175736,-5.081435608,8.132031727
28,0.7,6,7.14092201,3.406279646,-40.12352436,-4.909305608,8.170483727
28,0.7,6,6.96062101,5.471765336,-40.12352436,-4.421602608,8.170483727
28,0.7,6,6.99153001,4.622199716,-40.78756136,-4.880617608,8.159497727
28,0.7,6,7.01960501,4.713785876,-40.67207636,-5.913399608,8.154004727
28,0.7,6,7.02012001,4.982236526,-41.27837136,-5.683892608,8.203442727
28,0.7,6,7.03196901,4.865379806,-40.61433436,-5.913399608,8.230908727
28,0.7,6,7.08399901,5.048561936,-41.07627336,-5.339631608,8.219922727
28,0.7,6,7.26146701,4.388486276,-41.07627336,-5.798646608,8.219922727
28,0.7,6,6.84497101,5.013814916,-40.61433436,-5.483073608,8.203442727
28,0.7,6,7.04510501,4.915911116,-40.81643236,-5.626515608,8.181470727
28,0.7,6,7.07936201,5.380169366,-40.44110736,-5.540450608,8.175976727
28,0.7,6,7.09430101,4.262162906,-41.22062936,-6.171595608,8.197949727
28,0.7,6,7.10666501,5.061187406,-41.04740236,-6.142907608,8.219922727
28,0.7,6,7.02939301,4.476923426,-41.50934036,-5.569138608,8.230908727
28,0.7,6,7.07755901,4.603246796,-41.39385636,-5.540450608,8.247388727
28,0.7,6,6.89133401,5.430710486,-40.52772136,-5.540450608,8.252881727
28,0.7,6,7.13989201,4.786428926,-41.13401536,-6.774052608,8.269360727
28,0.7,6,7.22772501,4.435858766,-40.96078836,-6.687986608,8.247388727
28,0.7,6,7.21871001,3.744204716,-41.68256736,-6.716675608,8.263867727
28,0.7,6,7.21768001,5.771794376,-41.50934036,-6.687986608,8.263867727
28,0.7,6,7.22875501,4.549556666,-41.27837136,-6.974871608,8.274853727
28,0.7,6,7.46984601,4.132670906,-41.04740236,-7.089624608,8.302319727
28,0.7,6,7.22618001,4.360066706,-41.16288636,-7.347820608,8.313305727
28,0.7,6,7.37892201,4.448494046,-41.62482536,-7.032247608,8.302319727
28,0.7,6,7.49380101,5.159101016,-41.74031036,-6.946182608,8.280346727
28,0.7,6,7.27717901,3.905275106,-41.79805236,-7.060936608,8.291333727
28,0.7,6,7.34930001,4.593770336,-41.94240836,-7.003559608,8.280346727
28,0.7,6,7.45980001,4.429541126,-41.33611336,-7.548639608,8.269360727
28,0.7,6,7.29546701,4.603246796,-40.84530336,-7.950276608,8.274853727
28,0.7,6,7.37557301,4.941181676,-41.04740236,-7.577327608,8.269360727
28,0.7,6,7.34569401,4.407439196,-41.94240836,-7.577327608,8.247388727
28,0.7,6,7.31890701,4.859062166,-41.82692336,-7.835523608,8.236401727
28,0.7,6,7.40931601,4.855903346,-41.94240836,-7.720769608,8.208935727
28,0.7,6,7.36424001,5.335955696,-41.50934036,-7.577327608,8.197949727
28,0.7,6,7.51646701,4.679048666,-41.39385636,-8.122407608,8.181470727
28,0.7,6,7.95486501,3.731579246,-41.88466536,-7.634704608,8.181470727
28,0.7,6,7.45619401,5.724421886,-41.62482536,-8.237161608,8.175976727
28,0.7,6,7.38149701,4.653778106,-41.88466536,-7.921588608,8.175976727
28,0.7,6,7.50693701,5.193838226,-42.60644536,-7.749458608,8.181470727
28,0.7,6,7.50075501,4.135829726,-42.51983136,-7.892900608,8.181470727
28,0.7,6,7.33384601,5.421234026,-42.28886236,-8.122407608,8.143017727
28,0.7,6,7.46649701,4.420074476,-42.43321836,-8.667487608,8.143017727
28,0.7,6,7.65530101,4.363225526,-41.97127936,-8.208472608,8.132031727
28,0.7,6,7.75730201,5.187520586,-41.59595436,-8.265849608,8.104565727
28,0.7,6,7.48092201,4.281106016,-42.20224836,-8.610110608,8.077099727
28,0.7,6,7.60198301,4.527454736,-42.05789236,-8.151095608,8.060620727
28,0.7,6,7.66302901,4.830642596,-42.00015036,-9.097813608,8.060620727
28,0.7,6,7.66225601,3.895798646,-41.94240836,-8.638798608,8.071606727
28,0.7,6,7.58034601,4.208472776,-41.97127936,-8.696175608,8.071606727
28,0.7,6,7.49869401,4.025290646,-41.82692336,-8.638798608,8.082593727
28,0.7,6,7.57880101,4.656936926,-41.88466536,-8.294537608,8.082593727
28,0.7,6,7.54145201,4.701150596,-42.83741436,-8.753552608,8.104565727
28,0.7,6,7.71068001,3.437858036,-42.20224836,-8.724863608,8.154004727
28,0.7,6,7.65555901,5.358067436,-42.43321836,-8.351914608,8.175976727
28,0.7,6,7.67719501,3.617881346,-42.51983136,-9.929776608,8.159497727
28,0.7,6,7.66302901,4.514819456,-42.86628536,-10.30272661,8.143017727
28,0.7,6,7.56411901,4.189519856,-42.54870236,-9.470762608,8.121045727
