MAX,Load,V,Fxw
28,6.5,5.695307395,5.753178454
28,6.5,6.097620395,4.859399164
28,6.5,6.128528395,4.568846584
28,6.5,6.056925395,4.366711534
28,6.5,6.149133395,5.181539944
28,6.5,6.189828395,5.247865354
28,6.5,5.915781395,4.594107334
28,6.5,5.927371395,4.581472054
28,6.5,6.050486395,4.900454014
28,6.5,6.144497395,5.418412204
28,6.5,6.043532395,4.695169954
28,6.5,6.229236395,4.720440514
28,6.5,6.216872395,4.969938244
28,6.5,6.294399395,5.197334044
28,6.5,6.329686395,4.638321004
28,6.5,6.249068395,4.186698034
28,6.5,6.202191395,4.909930474
28,6.5,6.241856395,4.853081524
28,6.5,6.278688395,5.276284924
28,6.5,6.392274395,4.932042214
28,6.5,6.404637395,4.556211304
28,6.5,6.418803395,4.812026674
28,6.5,6.401546395,4.467783964
28,6.5,6.191374395,4.805709034
28,6.5,6.272249395,4.969938244
28,6.5,6.488861395,5.112055714
28,6.5,6.458983395,4.944677494
28,6.5,6.467741395,4.521474094
28,6.5,6.570509395,5.039422474
28,6.5,6.481907395,5.424720034
28,6.5,6.468256395,5.042581294
28,6.5,6.546041395,4.862557984
28,6.5,6.631810395,4.840456054
28,6.5,6.530329395,4.830979594
28,6.5,6.576691395,4.641479824
28,6.5,6.539601395,4.474091794
28,6.5,6.632583395,6.211128874
28,6.5,6.524920395,5.484727804
28,6.5,6.590599395,4.726758154
28,6.5,6.647779395,4.572005404
28,6.5,6.672505395,4.565687764
28,6.5,6.772699395,4.767813004
28,6.5,6.721958395,4.515156454
28,6.5,6.694656395,4.770971824
28,6.5,6.699035395,4.796232574
28,6.5,6.795880395,4.963620604
28,6.5,6.596781395,4.518315274
28,6.5,6.895816395,5.235230074
28,6.5,6.790986395,5.020469554
28,6.5,6.815455395,4.808867854
28,6.5,6.797940395,4.249864624
28,6.5,6.746942395,4.704646414
28,6.5,6.744367395,4.366711534
28,6.5,6.898649395,4.688852314
28,6.5,7.214685395,3.776129914
28,6.5,6.869802395,4.745701264
28,6.5,6.912558395,5.238388894
28,6.5,6.866711395,4.717281694
28,6.5,6.839924395,4.597266154
28,6.5,6.883968395,4.534099564
28,6.5,6.845075395,4.710964054
28,6.5,6.886801395,4.180380394
28,6.5,6.828076395,4.729916974
28,6.5,7.068129395,5.096271424
28,6.5,7.099295395,4.366711534
28,6.5,6.934194395,3.694010404
28,6.5,6.996267395,5.029946014
28,6.5,6.941148395,5.108896894
28,6.5,6.834257395,4.347768424
28,6.5,7.141536395,4.493044714
28,6.5,7.016873395,5.206810504
28,6.5,7.008115395,5.412094564
28,6.5,6.974632395,4.344609604
28,6.5,7.094916395,4.774130644
28,6.5,7.059114395,4.669909204
28,6.5,7.346046395,4.714122874
28,6.5,7.053963395,4.035104104
28,6.5,7.154157395,4.549893664
28,6.5,6.892725395,4.221435244
28,6.5,7.206186395,4.069841314
28,6.5,7.147202395,4.398299734
28,6.5,6.968965395,4.303554754
28,6.5,7.366651395,4.834138414
28,6.5,7.074053395,4.414093834
28,6.5,7.288608395,4.837297234
28,6.5,6.633098395,4.723599334
28,6.5,7.224988395,4.211958784
28,6.5,7.247654395,4.170903934
28,6.5,7.189701395,4.572005404
28,6.5,7.396272395,4.562528944
28,6.5,7.205413395,3.671908474
28,6.5,7.123506395,4.344609604
28,6.5,7.562405395,4.038262924
28,6.5,7.270836395,3.393981364
28,6.5,7.232458395,4.439354584
28,6.5,7.348106395,3.788755384
28,6.5,7.285775395,4.196174494
28,6.5,7.142566395,3.842445514
28,6.5,7.424862395,4.158268654
28,6.5,7.201807395,3.994039444
28,6.5,7.362273395,3.640320274
28,6.5,7.387772395,5.472102334
28,6.5,7.458604395,4.758336544
28,6.5,7.312562395,4.259331274
28,6.5,7.490285395,4.382505634
28,6.5,7.446756395,4.486727074
28,6.5,7.423317395,4.344609604
28,6.5,7.435165395,4.467783964
28,6.5,7.357894395,4.657273924
28,6.5,7.363045395,3.874033714
28,6.5,7.998732395,3.918247384
28,6.5,7.381848395,4.521474094
28,6.5,7.220610395,4.581472054
28,6.5,7.423059395,3.356085334
28,6.5,7.504709395,4.060364854
28,6.5,7.339349395,4.521474094
28,6.5,7.458089395,4.063523674
28,6.5,7.511148395,3.826661224
28,6.5,7.572450395,5.386824004
28,6.5,7.309986395,4.834138414
28,6.5,7.514497395,3.387663724
28,6.5,7.484876395,4.177221574
28,6.5,7.419968395,4.082476594
28,6.5,7.656161395,4.616219074
28,6.5,7.575026395,4.211958784
28,6.5,7.444953395,4.840456054
28,6.5,7.631949395,4.278284194
28,6.5,7.536133395,3.842445514
28,6.5,7.562147395,4.126690264
28,6.5,7.672903395,4.366711534
28,6.5,7.564208395,4.331974324
28,6.5,7.573223395,4.553052484
28,6.5,7.966278395,4.215117604
28,6.5,7.630146395,4.455148684
28,6.5,7.641479395,3.772971094
28,6.5,7.573480395,5.197334044
28,6.5,7.695054395,4.031945284
28,6.5,7.419968395,3.602424244
28,6.5,7.840325395,4.104578524
28,6.5,7.454998395,4.167745114
28,6.5,7.663373395,4.606742614
28,6.5,7.578889395,4.663591564
28,6.5,7.852688395,3.779288734
28,6.5,7.576571395,4.625695534
28,6.5,7.712054395,4.009833544
28,6.5,7.560087395,5.153120374
28,6.5,7.682176395,4.385664454
28,6.5,7.710766395,4.019310004
28,6.5,7.844961395,5.036263654
28,6.5,7.770780395,3.851921974
28,6.5,7.645600395,4.085635414
28,6.5,7.695054395,4.600424974
28,6.5,7.716690395,4.237229344
28,6.5,7.852431395,4.777289464
28,6.5,7.704842395,4.480409434
28,6.5,7.569874395,5.156279194
28,6.5,8.247034395,4.012992364
28,6.5,7.714114395,3.463465594
28,6.5,7.885658395,4.834138414
28,6.5,7.773871395,4.366711534
28,6.5,7.845991395,3.908770924
28,6.5,7.769235395,4.376187994
28,6.5,7.723902395,3.596106604
28,6.5,7.854491395,3.899294464
28,6.5,7.785977395,4.313021404
28,6.5,7.850370395,4.234070524
28,6.5,7.870718395,4.493044714
28,6.5,7.975293395,3.814025944
28,6.5,7.827961395,3.930882664
28,6.5,8.072398395,3.618218344
28,6.5,7.815340395,3.994039444
28,6.5,7.554935395,4.306713574
28,6.5,7.846506395,4.875193264
28,6.5,7.866082395,4.335133144
28,6.5,8.192170395,3.915088564
28,6.5,7.976581395,3.662432014
28,6.5,7.790356395,4.224594064
28,6.5,7.791386395,4.404617374
28,6.5,7.842128395,3.251863894
28,6.5,7.877158395,3.577153684
28,6.5,8.079610395,3.921406204
28,6.5,8.154307395,3.754018174
28,6.5,7.796537395,4.095111874
28,6.5,7.956748395,3.589788964
28,6.5,7.879991395,4.549893664
28,6.5,7.952369395,4.066682494
28,6.5,8.012126395,4.382505634
28,6.5,7.992808395,4.246705804
28,6.5,7.648176395,4.335133144
28,6.5,7.887976395,3.551892934
28,6.5,7.899566395,4.420401664
28,6.5,7.876642395,4.031945284
28,6.5,7.951339395,5.396300464
28,6.5,8.024747395,3.795073024
28,6.5,8.107171395,2.756017444
28,6.5,7.924036395,3.877192534
28,6.5,8.144004395,4.553052484
28,6.5,7.847279395,4.227752884
28,6.5,8.010580395,4.278284194
28,6.5,7.838522395,3.750859354
28,6.5,8.064156395,4.016151184
28,6.5,7.883339395,3.851921974
28,6.5,7.911157395,3.678216304
28,6.5,7.992293395,4.717281694
28,6.5,7.981475395,4.224594064
28,6.5,8.030156395,4.417252654
28,6.5,8.053853395,4.360403704
28,6.5,7.837234395,3.671908474
28,6.5,7.903172395,4.006674724
28,6.5,7.708705395,4.180380394
28,6.5,8.132670395,4.003515904
28,6.5,7.909097395,3.539257654
28,6.5,7.848309395,3.709804504
28,6.5,7.662085395,2.847603604
28,6.5,7.967051395,3.523463554
28,6.5,8.039944395,4.262490094
28,6.5,7.990232395,3.754018174
28,6.5,7.969111395,3.558210574
28,6.5,8.220246395,3.542416474
28,6.5,8.140913395,4.559370124
28,6.5,8.055141395,4.407776194
28,6.5,7.785204395,3.886668994
28,6.5,7.978384395,3.302395204
28,6.5,8.014702395,3.463465594
28,6.5,7.902142395,4.057206034
28,6.5,8.089913395,4.461466324
28,6.5,7.995126395,3.501361624
28,6.5,8.021141395,2.857080064
28,6.5,7.998475395,3.359234344
28,6.5,8.057974395,3.485567524
28,6.5,7.861188395,3.709804504
28,6.5,8.109489395,3.744541714
28,6.5,8.154307395,2.825501674
28,6.5,8.122110395,2.989721074
28,6.5,8.012641395,4.117213804
28,6.5,8.000278395,3.738224074
28,6.5,7.975550395,3.431877394
28,6.5,8.122110395,3.580312504
28,6.5,7.489255395,3.166585564
28,6.5,7.967308395,3.659273194
28,6,0.06678201,0.219618866
28,6,0.14919901,0.405950006
28,6,0.07579701,0.728090786
28,6,0.08944701,0.453322496
28,6,0.21255701,0.645981086
28,6,0.13297301,0.674400656
28,6,0.11030901,0.724931966
28,6,0.16671301,0.927067016
28,6,0.24964501,0.500704796
28,6,0.19092301,1.141817726
28,6,0.25376501,0.503863616
28,6,0.20148201,0.304887386
28,6,0.27643001,0.266991356
28,6,0.28029301,0.285944276
28,6,0.27797501,0.740726066
28,6,0.28879201,1.062866846
28,6,0.21951101,0.279626636
28,6,0.30579101,0.655457546
28,6,0.31429001,0.762837806
28,6,0.29961001,0.642822266
28,6,0.27540001,0.781780916
28,6,0.30604801,0.816527936
28,6,0.29832201,0.886002356
28,6,0.29548901,0.851265146
28,6,0.34596901,0.551236106
28,6,0.31454801,0.194348306
28,6,0.33798501,0.829153406
28,6,0.35833201,0.781780916
28,6,0.37790601,0.731249606
28,6,0.37893601,0.813369116
28,6,0.39232901,0.737567246
28,6,0.40855401,0.908114096
28,6,0.38589001,0.639663446
28,6,0.42787101,0.990223796
28,6,0.43173401,0.645981086
28,6,0.42838601,1.148135366
28,6,0.46367101,0.968121866
28,6,0.44435401,1.037596286
28,6,0.47835101,1.009176716
28,6,0.45877701,0.677559476
28,6,0.48813801,0.630186986
28,6,0.47886601,1.151294186
28,6,0.49045601,0.478593056
28,6,0.51543901,0.860741606
28,6,0.53243701,1.094445236
28,6,0.54067901,0.491228336
28,6,0.53836101,1.040755106
28,6,0.55535901,0.873376886
28,6,0.57338801,1.151294186
28,6,0.58188701,0.961804226
28,6,0.58059901,1.122874616
28,6,0.61047601,0.756520166
28,6,0.60249101,1.050231566
28,6,0.62670101,0.683877116
28,6,0.63648801,0.892319996
28,6,0.63854901,0.690194756
28,6,0.65683501,1.012335536
28,6,0.67228801,1.426062476
28,6,0.68722601,1.047072746
28,6,0.69958901,0.876535706
28,6,0.70010401,1.084978586
28,6,0.71839001,1.356578246
28,6,0.72585901,0.983906156
28,6,0.74646301,1.122874616
28,6,0.75135701,1.369213526
28,6,0.77273401,1.091286416
28,6,0.77608201,1.208143136
28,6,0.79642901,1.277627366
28,6,0.80853401,1.290262646
28,6,0.81445701,1.116556976
28,6,0.83325901,1.201825496
28,6,0.82913801,1.122874616
28,6,0.85669601,1.343952776
28,6,0.87292201,1.353419426
28,6,0.88090601,1.204984316
28,6,0.88992001,1.223937236
28,6,0.91000901,1.514489816
28,6,0.92391701,1.084978586
28,6,0.93756701,1.186041206
28,6,0.93550701,1.527125096
28,6,0.95121801,1.561872116
28,6,0.96898901,1.261833266
28,6,1.00247101,1.571338766
28,6,1.01251501,1.716624866
28,6,1.03363501,1.703989586
28,6,1.04187601,1.659775916
28,6,1.04522501,1.445015396
28,6,1.05604201,1.722942506
28,6,1.07613101,1.602926966
28,6,1.09003901,1.640822996
28,6,1.09622001,1.542919196
28,6,1.11553701,1.811369846
28,6,1.14206401,1.542919196
28,6,1.16344101,1.808211026
28,6,1.14876101,1.555554476
28,6,1.18481801,1.710307226
28,6,1.16163901,1.827163946
28,6,1.20207401,1.861901156
28,6,1.22087601,1.896638366
28,6,1.23092001,1.637664176
28,6,1.25461501,1.975599056
28,6,1.26491701,1.880854076
28,6,1.28423401,2.288263376
28,6,1.30097501,2.177724296
28,6,1.32879101,1.751362076
28,6,1.19718101,2.016653906
28,6,1.33600201,2.127192986
28,6,1.35609101,2.019812726
28,6,1.37927101,2.187200756
28,6,1.40116301,2.000859806
28,6,1.37978601,2.449333766
28,6,1.45576401,1.937693216
28,6,1.42357001,2.139828266
28,6,1.44649201,2.215620326
28,6,1.45962801,2.266151636
28,6,1.48358001,2.664094286
28,6,1.49723001,2.547237566
28,6,1.50238101,2.569349306
28,6,1.51912201,2.465127866
28,6,1.60076701,2.443016126
28,6,1.52478901,2.433539666
28,6,1.50444201,2.610404156
28,6,1.55157401,2.550396386
28,6,1.53895401,2.509341536
28,6,1.68447201,2.430380846
28,6,1.63141601,2.891480276
28,6,1.68962301,2.518808186
28,6,1.52453101,2.572498316
28,6,1.80526501,2.578815956
28,6,1.60669101,2.692513856
28,6,1.72233201,2.619880616
28,6,1.71924201,2.446174946
28,6,1.74860301,2.733568706
28,6,1.74783001,2.578815956
28,6,1.69838001,2.803052936
28,6,1.90442301,2.951488046
28,6,1.79728001,3.387326726
28,6,2.08239301,2.711466776
28,6,1.83694401,2.882013626
28,6,1.88227301,3.020972276
28,6,1.88047001,3.137828996
28,6,1.87763701,2.373531896
28,6,1.89952901,3.349430696
28,6,1.91318001,2.910433196
28,6,1.92502701,2.774633366
28,6,1.93739001,3.166248566
28,6,1.98812801,2.518808186
28,6,2.00280901,2.168247836
28,6,2.04169901,3.024131096
28,6,1.98400701,3.602087246
28,6,2.13751001,2.790417656
28,6,1.99946001,3.084138866
28,6,2.11639001,3.163089746
28,6,2.09372501,3.374691446
28,6,2.17794601,2.815688216
28,6,2.03294301,3.036766376
28,6,2.12308701,3.039925196
28,6,2.12128401,3.172566206
28,6,2.13725201,3.718943966
28,6,2.12952501,3.270470006
28,6,2.08857401,3.422063936
28,6,2.11793501,3.523136366
28,6,2.23847101,3.156772106
28,6,2.15708401,3.557873576
28,6,2.21451801,3.333636596
28,6,2.23975901,3.646300916
28,6,2.23022901,2.960964506
28,6,2.33737201,3.684196946
28,6,2.22894101,3.191519126
28,6,2.29049701,3.848426156
28,6,2.31367701,3.232573976
28,6,2.31290401,3.437858036
28,6,2.25933301,3.703149866
28,6,2.60806301,3.245209256
28,6,2.40433601,3.810530126
28,6,2.37162701,3.820006586
28,6,2.49293501,3.658936196
28,6,2.65184701,3.870537896
28,6,2.26422601,3.586293146
28,6,2.45352901,3.583134326
28,6,2.43550101,3.605246066
28,6,2.51766101,3.251526896
28,6,2.44090901,4.000029896
28,6,2.55629401,3.990553436
28,6,2.49448101,4.192678676
28,6,2.53440201,4.274788376
28,6,2.54676401,4.435858766
28,6,2.51044901,3.804212486
28,6,2.59827601,4.205313956
28,6,2.56994401,4.164249296
28,6,2.53852301,4.527454736
28,6,2.58024701,4.290582476
28,6,2.59235201,3.469446236
28,6,2.38553501,4.135829726
28,6,2.76723201,3.807371306
28,6,2.56736901,4.701150596
28,6,2.68610201,4.612723256
28,6,2.71700901,3.744204716
28,6,2.71288801,3.971600516
28,6,2.67863301,4.492707716
28,6,2.72113001,4.780111286
28,6,2.73864301,4.587452696
28,6,2.63407601,4.492707716
28,6,2.82724301,4.331637326
28,6,2.76542901,4.672731026
28,6,2.80200201,4.900126826
28,6,2.85918001,4.761158366
28,6,2.76156601,4.227415886
28,6,2.80612301,5.124353996
28,6,2.82827301,5.143306916
28,6,2.89755501,4.679048666
28,6,2.82595501,5.174885306
28,6,2.88313201,4.843277876
28,6,2.93412801,4.742215256
28,6,2.70670601,5.342273336
28,6,2.93850701,4.786428926
28,6,2.97817101,4.925387576
28,6,2.95756601,4.581144866
28,6,3.11158501,4.878015086
28,6,3.01268301,5.364385076
28,6,3.09175301,5.247528356
28,6,3.00882001,6.065515586
28,6,3.02581801,5.386487006
28,6,3.08222301,5.247528356
28,6,3.06316401,5.092775606
28,6,3.14352201,4.612723256
28,6,3.15974801,5.288583206
28,6,3.02865201,6.210791876
28,6,3.14661301,5.642312186
28,6,2.90837301,5.519137826
28,6,2.99259401,5.579145596
28,6,3.24190901,5.588622056
28,6,3.21229001,4.697991776
28,6,3.16361101,5.692843496
28,6,3.24706001,6.315013316
28,6,3.19065501,5.743374806
28,6,3.40623001,6.264482006
28,6,3.45954501,6.251846726
28,6,3.22053101,5.841278606
28,6,3.23701501,5.364385076
28,6,3.32793301,5.869698176
28,6,3.21177501,5.414916386
28,6,3.43404701,5.531773106
28,6,3.26380101,6.138148826
28,6,3.35471901,7.843597706
28,6,3.22748501,5.617041626
28,6,3.28466301,6.435028856
28,6,3.56720401,5.945500046
28,6,3.36965701,6.226576166
28,6,3.41730501,6.435028856
28,6,3.38459501,5.408598746
28,6,3.46031701,6.141307646
28,6,3.34699201,6.087617516
28,6,3.41112401,6.346591706
28,6,3.45928701,6.223427156
28,6,3.44769701,6.476083706
28,6,3.50410201,5.961284336
28,6,3.34158301,6.757159826
28,6,3.64859201,6.567669866
28,6,3.37583801,6.368703446
28,6,3.70499801,7.221427886
28,6,3.82450501,7.041404576
28,6,3.46830201,7.006667366
28,6,3.54814501,6.630836456
28,6,3.65477401,6.302378036
28,6,3.42194101,7.085618246
28,6,3.53758501,7.281435656
28,6,3.66275801,6.624518816
28,6,3.64833501,7.256165096
28,6,3.65812201,7.414076666
28,6,3.67306001,6.918230216
28,6,3.68259001,7.196157326
28,6,3.65503101,7.436188406
28,6,3.78973401,7.278276836
28,6,3.81626301,7.515139286
28,6,3.75625201,7.635154826
28,6,3.74105601,7.584623516
28,6,3.71246701,7.505662826
28,6,3.72508701,7.145626016
28,6,3.86622901,7.906764296
28,6,3.74491901,7.246688636
28,6,3.75110101,8.023621016
28,6,3.81883901,7.391974736
28,6,3.88322801,7.401441386
28,6,3.78844701,7.398282566
28,6,3.97157101,7.922558396
28,6,3.85747201,7.906764296
28,6,3.88271301,7.685686136
28,6,3.98985801,7.158261296
28,6,3.83480701,8.105730716
28,6,3.89971201,7.995191636
28,6,3.71427001,7.976238716
28,6,4.15366601,7.793066396
28,6,3.96435901,7.856232986
28,6,3.96719301,7.625678366
28,6,3.99449401,7.733058626
28,6,3.99114601,8.298379496
28,6,3.86468401,7.313014046
28,6,4.00866001,7.660415576
28,6,3.65863701,7.420394306
28,6,4.09313901,8.077311146
28,6,3.94040601,7.733058626
28,6,4.05914101,7.789907576
28,6,4.03956701,7.862550626
28,6,4.05089901,7.177214216
28,6,4.21367701,7.581464696
28,6,4.18174001,7.066675136
28,6,4.06532301,7.003508546
28,6,4.15959001,7.837280066
28,6,4.15752901,6.861391076
28,6,4.26699201,6.861391076
28,6,4.05656601,6.776112746
28,6,4.46248101,5.389645826
28,6,4.43801301,6.040245026
28,6,4.24613001,6.131831186
28,6,4.31283801,5.778112016
28,6,4.32597401,6.188680136
28,6,4.26518901,5.970760796
28,6,4.34142701,6.608724716
28,6,4.31824701,5.749682636
28,6,4.38650101,6.255005546
28,6,4.33885201,6.858232256
28,6,4.18071001,5.509661366
28,6,4.24020601,5.756000276
28,6,4.55030901,5.557033856
28,6,4.24123601,5.844437426
28,6,4.33395801,5.860221716
28,6,4.26544701,5.838119786
28,6,4.42745301,5.632835726
28,6,4.40762101,5.683367036
28,6,4.41122601,5.661255296
28,6,4.45939001,5.269640096
28,6,4.44574001,5.617041626
28,6,4.40736301,5.418075206
28,6,4.47793501,4.890650366
28,6,4.58379201,5.402281106
28,6,4.24046401,5.901286376
28,6,4.38804601,5.711786606
28,6,4.41019601,5.190679406
28,6,4.55108201,5.335955696
28,6,4.47407101,5.310694946
28,6,4.57761101,5.645461196
28,6,4.57761101,5.696002316
28,6,4.60748801,5.070663866
28,6,4.70999801,4.814848496
28,6,4.42127101,5.124353996
28,6,4.66518201,4.205313956
28,6,4.56962701,4.893809186
28,6,4.72467901,5.326479236
28,6,4.64303201,5.238051896
28,6,4.63298701,4.467446966
28,6,4.67806001,4.091616056
28,6,4.70999801,4.802213216
28,6,4.69763501,4.912752296
28,6,4.72004301,5.241210716
28,6,4.70948301,4.972760066
28,6,5.00619501,4.938022856
28,6,4.90420001,4.445335226
28,6,4.98378701,4.739056436
28,6,4.77644901,4.435858766
28,6,4.89544301,4.489548896
28,6,4.78597901,4.369543166
28,6,4.85140001,4.650619286
28,6,4.82126501,4.584293876
28,6,4.79834201,3.513659906
28,6,4.82487101,4.230574706
28,6,4.71849701,3.750522356
28,6,4.87998901,4.521137096
28,6,4.75635901,4.751681906
28,6,4.94128901,4.300058936
28,6,5.10844801,4.164249296
28,6,5.04276901,3.845267336
28,6,4.95545501,4.034767106
28,6,4.96240901,4.066345496
28,6,5.04354201,4.372692176
28,6,4.89183701,4.123194446
28,6,4.86942901,3.914751566
28,6,4.96163601,3.624198986
28,6,4.97606001,3.880014356
28,6,5.01160401,3.873696716
28,6,5.10278101,3.873696716
28,6,5.03581501,3.987394616
28,6,5.09247901,3.510501086
28,6,5.07213101,3.570508856
28,6,5.15944501,4.056869036
28,6,5.16305101,3.469446236
28,6,5.11952301,3.605246066
28,6,4.88874601,3.690514586
28,6,5.13188601,3.766316456
28,6,5.28694001,3.624198986
28,6,5.10767501,3.358907156
28,6,5.16614201,4.101092516
28,6,5.24160801,3.835800686
28,6,5.28204601,4.230574706
28,6,5.16974801,3.876855536
28,6,5.33665001,3.621040166
28,6,5.05925301,3.838959506
28,6,5.27225801,4.157941466
28,6,5.30780201,4.088457236
28,6,5.27972801,3.810530126
28,6,5.42525201,3.756839996
28,6,5.26916801,3.696832226
28,6,5.38326901,4.154782646
28,6,5.32608901,3.693673406
28,6,5.54836801,4.094774876
28,6,5.17876301,3.741045896
28,6,5.34257401,4.022131826
28,6,5.45435701,3.693673406
28,6,5.45770501,3.861061436
28,6,5.52493001,4.180043396
28,6,5.48397701,3.671571476
28,6,5.49608201,4.056869036
28,6,5.47084101,3.744204716
28,6,5.39048101,4.126353266
28,6,5.35725501,3.513659906
28,6,5.73046801,4.044243566
28,6,5.64057701,3.797894846
28,6,5.59009401,4.003178906
28,6,5.53162601,3.592610786
28,6,5.21662501,3.924228026
28,6,5.58442701,3.974759336
28,6,5.60580501,4.331637326
28,6,5.55480701,4.132670906
28,6,5.63980401,3.996871076
28,6,5.50818801,4.025290646
28,6,5.61636601,3.981076976
28,6,5.65551601,4.543239026
28,6,5.52261201,3.921069206
28,6,5.68590901,4.189519856
28,6,5.74077001,4.331637326
28,6,5.71990701,3.958965236
28,6,5.72711901,4.502184176
28,6,5.73252801,4.006337726
28,6,5.67225701,4.236892346
28,6,5.80748001,4.334796146
28,6,5.81288901,3.943180946
28,6,5.51874801,4.375850996
28,6,5.61301701,4.000029896
28,6,5.78378401,4.300058936
28,6,5.82010101,4.022131826
28,6,5.69028701,3.911592746
28,6,6.04160901,3.898957466
28,6,5.86491701,4.186361036
28,6,5.69157501,4.148465006
28,6,5.91024901,4.138988546
28,6,6.15545401,4.208472776
28,6,5.88552301,4.091616056
28,6,5.92853701,4.470605786
28,6,5.93703601,4.388486276
28,6,5.90355301,3.996871076
28,6,5.94914201,4.129512086
28,6,5.91720401,4.363225526
28,6,6.01868501,4.871697446
28,6,6.14463601,4.066345496
28,6,5.98829201,4.344272606
28,6,5.91643101,3.962124056
28,6,6.07869901,4.031608286
28,6,6.04856301,4.151623826
28,6,5.78584401,3.892649636
28,6,6.14154501,3.639983276
28,6,6.09904701,4.366384346
28,6,6.02538201,4.053720026
28,6,6.04444201,4.435858766
28,6,6.13665201,3.911592746
28,6,6.15184801,3.832641866
28,6,6.29814701,3.551555936
28,6,6.20155901,3.990553436
28,6,6.17709001,4.236892346
28,6,6.16781701,4.527454736
28,6,6.20516501,4.069504316
28,6,6.60748901,3.548397116
28,6,6.18945301,3.943180946
28,6,6.26157301,4.546397846
28,6,6.23761901,4.315853036
28,6,6.20465001,4.240051166
28,6,6.40555401,4.950658136
28,6,6.33935901,4.375850996
28,6,6.38932701,4.795895576
28,6,6.30123801,4.306376576
28,6,6.24663401,5.354908616
28,6,6.36460001,4.672731026
28,6,6.27779901,4.022131826
28,6,6.77980501,4.739056436
28,6,6.35120701,4.868538626
28,6,6.45423501,4.865379806
28,6,6.51811201,4.306376576
28,6,6.34914601,4.167408116
28,6,6.35713101,4.041084746
28,6,6.46350701,5.490708446
28,6,6.44702301,4.300058936
28,6,6.38803901,5.051720756
28,6,6.51038501,3.974759336
28,6,6.53021801,4.653778106
28,6,6.48128001,4.767476006
28,6,6.52841501,4.710627056
28,6,6.54799001,4.476923426
28,6,6.47870401,5.272789106
28,6,6.32390401,4.259004086
28,6,6.56756601,4.697991776
28,6,6.59074701,4.126353266
28,6,6.60465601,5.042244296
28,6,6.63530701,4.271629556
28,6,6.58173201,3.927386846
28,6,6.66724601,4.975918886
28,6,6.67523101,4.312694216
28,6,6.46891601,4.780111286
28,6,6.60955001,3.908433926
28,6,6.69120001,5.335955696
28,6,6.82591001,4.836960236
28,6,6.71077601,4.221098246
28,6,6.73009301,4.429541126
28,6,6.80891001,5.266481276
28,6,6.48128001,4.720103516
28,6,6.57580801,4.322160866
28,6,6.67548801,4.543239026
28,6,6.78083501,4.915911116
28,6,6.82951601,4.884332726
28,6,6.86995501,4.666413386
28,6,6.85347101,5.380169366
28,6,6.98637801,4.720103516
28,6,7.06725601,4.688525126
28,6,6.85707701,4.802213216
28,6,6.94181801,5.143306916
28,6,6.77233501,4.884332726
28,6,6.72957801,4.669572206
28,6,6.95804501,4.685366306
28,6,6.89365201,4.859062166
28,6,6.88257601,5.108569706
28,6,7.14092201,3.406279646
28,6,6.96062101,5.471765336
28,6,6.99153001,4.622199716
28,6,7.01960501,4.713785876
28,6,7.02012001,4.982236526
28,6,7.03196901,4.865379806
28,6,7.08399901,5.048561936
28,6,7.26146701,4.388486276
28,6,6.84497101,5.013814916
28,6,7.04510501,4.915911116
28,6,7.07936201,5.380169366
28,6,7.09430101,4.262162906
28,6,7.10666501,5.061187406
28,6,7.02939301,4.476923426
28,6,7.07755901,4.603246796
28,6,6.89133401,5.430710486
28,6,7.13989201,4.786428926
28,6,7.22772501,4.435858766
28,6,7.21871001,3.744204716
28,6,7.21768001,5.771794376
28,6,7.22875501,4.549556666
28,6,7.46984601,4.132670906
28,6,7.22618001,4.360066706
28,6,7.37892201,4.448494046
28,6,7.49380101,5.159101016
28,6,7.27717901,3.905275106
28,6,7.34930001,4.593770336
28,6,7.45980001,4.429541126
28,6,7.29546701,4.603246796
28,6,7.37557301,4.941181676
28,6,7.34569401,4.407439196
28,6,7.31890701,4.859062166
28,6,7.40931601,4.855903346
28,6,7.36424001,5.335955696
28,6,7.51646701,4.679048666
28,6,7.95486501,3.731579246
28,6,7.45619401,5.724421886
28,6,7.38149701,4.653778106
28,6,7.50693701,5.193838226
28,6,7.50075501,4.135829726
28,6,7.33384601,5.421234026
28,6,7.46649701,4.420074476
28,6,7.65530101,4.363225526
28,6,7.75730201,5.187520586
28,6,7.48092201,4.281106016
28,6,7.60198301,4.527454736
28,6,7.66302901,4.830642596
28,6,7.66225601,3.895798646
28,6,7.58034601,4.208472776
28,6,7.49869401,4.025290646
28,6,7.57880101,4.656936926
28,6,7.54145201,4.701150596
28,6,7.71068001,3.437858036
28,6,7.65555901,5.358067436
28,6,7.67719501,3.617881346
28,6,7.66302901,4.514819456
28,6,7.56411901,4.189519856
28,6,7.85209101,4.028449466
28,6,7.73540801,5.402281106
28,6,7.68595301,4.192678676
28,6,7.60430101,4.315853036
28,6,7.71712001,4.723262336
28,6,7.71892301,3.829483046
28,6,8.12615601,5.212791146
28,6,7.71196801,4.603246796
28,6,7.81937801,4.379009816
28,6,7.88274301,5.332796876
28,6,8.02621401,3.624198986
28,6,8.04295701,4.511660636
28,6,7.94430401,4.754840726
28,6,8.17277801,3.636824456
28,6,7.84797001,4.770634826
28,6,7.89201601,3.769475276
28,6,7.92292501,4.953816956
28,6,8.11482201,4.577986046
28,6,7.92730401,3.971600516
